ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
1467,2.762,8113000,5.794,188900,2.839,NA,NA,NA,NA,54650000,0.144,12.13,0.7348
1411,6.454,2082,0.7794,740.5,9.171,NA,NA,NA,NA,141700000,0.1335,13.54,0.5314
15410,2.821,504.7,1.956,281.9,4.609,NA,NA,NA,NA,43340,0.3101,9.395,0.6351
53030000,0.6024,505.2,2.712,245.9,5.768,NA,NA,NA,NA,1436000,0.1847,9.417,0.5223
6417,7.175,3.346e+09,9.746,19070000,8.09,NA,NA,NA,NA,20650,0.3214,16.1,0.6222
331.7,9.709,35900,1.306,989.7,1.829,NA,NA,NA,NA,1008000,0.1925,6.816,0.5134
151800000,7.07,2702000,1.77,6.107e+09,1.062,NA,NA,NA,NA,103400,0.2365,8.839,0.5721
1297000,9.196,65660,5.108,910.7,9.799,NA,NA,NA,NA,59240,0.2499,11.34,0.7038
3.836e+09,4.283,583800000,0.231,287.6,6.23,NA,NA,NA,NA,37450,0.3415,18.39,0.5815
487200,3.462,8966,0.7122,98070000,9.074,NA,NA,NA,NA,456400000,0.1214,9.038,0.84
583400,4.414,3018,0.9947,112600,4.226,NA,NA,NA,NA,93290,0.2996,7.629,0.6397
791500,7.394,3018,0.9947,591.5,5.027,NA,NA,NA,NA,527300,0.2271,9.811,0.67
86480,4.54,202.2,8.679,51620000,2.502,NA,NA,NA,NA,8315,0.3421,9.74,0.5903
2207,2.376,61440,3.668,3498,5.845,NA,NA,NA,NA,19090,0.3361,12.97,0.6049
858700000,7.613,288500,1.708,587200000,8.143,NA,NA,NA,NA,3944000,0.1735,13.44,0.5905
7.115e+09,3.14,8872000,0.3529,52570,0.5326,NA,NA,NA,NA,717300,0.2189,6.807,0.5133
14480000,4.541,199300,0.3878,84250000,4.182,NA,NA,NA,NA,1254000,0.2043,12.13,0.7015
7695000,8.762,333300000,0.6627,36880000,6.273,NA,NA,NA,NA,148900,0.2778,9.024,0.8003
127700,5.144,404.2,7.281,292600000,0.8046,NA,NA,NA,NA,399700,0.232,14.36,0.5679
11880000,3.241,1370000,8.924,27590,4.164,NA,NA,NA,NA,359500,0.2269,10.86,0.5958
751300,6.112,47310,8.527,3971,9.581,NA,NA,NA,NA,2466000,0.207,12.39,0.6374
527.4,5.466,135800,7.93,248500000,1.975,NA,NA,NA,NA,610500,0.2558,19.85,0.5672
6.358e+09,4.759,27790,5.979,909.1,4.858,NA,NA,NA,NA,52250000,0.152,10.53,0.6581
5.359e+09,6.108,309.7,5.25,2714000,2.925,NA,NA,NA,NA,202200,0.2462,12.56,0.5585
245100000,9.225,1057000,2.17,282500,0.7137,NA,NA,NA,NA,20390,0.3487,11.36,0.7734
2510,9.049,20080000,4.301,32840,0.8156,NA,NA,NA,NA,99690,0.2581,7.876,0.7628
247400000,1.772,129800000,1.045,20530,0.8203,NA,NA,NA,NA,1049000,0.1937,15.16,0.5656
51800000,1.963,3412,8.221,20530,0.8203,NA,NA,NA,NA,107500,0.2517,10.28,0.7373
75770000,0.408,926.3,9.608,20530,0.8203,NA,NA,NA,NA,1495000,0.2105,15.34,0.6398
181700000,8.682,1187,5.155,4660,1.23,NA,NA,NA,NA,49320,0.2847,7.27,0.429
1808,1.666,1098,8.669,67210000,2.314,NA,NA,NA,NA,12350,0.3403,14.86,0.5823
50810,7.668,3905,5.416,5573,1.018,NA,NA,NA,NA,192500000,0.1296,8.567,0.6909
13570,2.553,71680,0.4586,65100,0.6723,NA,NA,NA,NA,34540,0.3042,20.11,0.5917
17030000,4.902,71680,0.4586,65100,0.6723,NA,NA,NA,NA,20260,0.3285,12.14,0.5335
136800000,7.648,27810,0.5203,65100,0.6723,NA,NA,NA,NA,433600,0.226,8.582,0.5761
11820,8.782,27810,0.5203,67380,0.6841,NA,NA,NA,NA,1574000,0.2139,7.861,0.5935
1031,4.117,7837,2.805,34830,0.5955,NA,NA,NA,NA,17540,0.3364,10.73,0.5673
7320000,1.626,6.32e+08,8.321,5.563e+09,2.161,NA,NA,NA,NA,28310000,0.1411,8.133,0.5947
69350000,5.613,454.1,3.261,15840000,9.085,NA,NA,NA,NA,480300000,0.1528,10,0.6107
7806000,4.201,114700000,4.322,244.7,9.514,NA,NA,NA,NA,842100,0.197,16.32,0.5793
272700,7.645,236300000,1.192,1326,9.672,NA,NA,NA,NA,1721000,0.1906,20.85,0.6443
775.2,8.521,76460,1.599,894.6,5.23,NA,NA,NA,NA,95810,0.2543,10.14,0.5777
194200000,8.963,5093000,0.6871,2.622e+09,1.461,NA,NA,NA,NA,5484,0.3099,9.089,0.6559
1375000,4.685,12140000,0.2405,47650000,7.507,NA,NA,NA,NA,22620,0.3214,12.96,0.5035
32080,8.332,1128,8.707,1.465e+09,1.157,NA,NA,NA,NA,1078000,0.1982,10.5,0.7549
62660,6.935,18100,8.257,493100000,4.356,NA,NA,NA,NA,373600000,0.1412,12.64,0.5508
79580000,5.442,741300000,1.647,6104,5.431,NA,NA,NA,NA,1.308e+09,0.1171,11.21,0.5796
343000,2.422,8.562e+09,8.06,1831,1.511,NA,NA,NA,NA,12520000,0.1708,8.386,0.8726
98060000,3.593,731.7,4.912,1831,1.511,NA,NA,NA,NA,5159000,0.184,12.17,0.6961
43590,2.795,88080000,5.802,8666000,8.712,NA,NA,NA,NA,78330000,0.1523,13.18,0.6986
209800000,4.505,423400,7.033,1297000,4.182,NA,NA,NA,NA,1406000,0.1878,14.73,0.6719
1601,3.768,146100000,1.092,516.5,4.68,NA,NA,NA,NA,5308000,0.1883,11.2,0.6021
3992000,8.805,339.3,3.073,6126,1.473,NA,NA,NA,NA,162600,0.2967,10.19,0.5681
93400000,2.527,13390000,4.546,31750,8.534,NA,NA,NA,NA,24860000,0.15,10.06,0.5299
303100000,4.944,338.9,2.711,10000,9.058,NA,NA,NA,NA,172300,0.2807,8.184,0.7056
971.2,4.539,338.9,2.711,3.334e+09,6.492,NA,NA,NA,NA,19950,0.3427,10.87,0.7062
654.8,2.848,3971,0.9403,998.4,6.018,NA,NA,NA,NA,8767,0.3947,9.38,0.6921
207.2,9.173,3971,0.9403,557.2,7.378,NA,NA,NA,NA,44330,0.3067,12.9,0.6762
385.9,9.564,1359,0.9662,906.6,2.058,NA,NA,NA,NA,510100000,0.1303,13.6,0.669
2131000,7.139,27860,0.9652,241000,1.294,NA,NA,NA,NA,375200000,0.1223,12.26,0.6221
4.392e+09,5.794,1232,5.555,779900,0.4597,NA,NA,NA,NA,1269000,0.2216,9.677,0.6712
18620000,1.78,14190000,1.081,580400000,4.131,NA,NA,NA,NA,64220,0.2695,11.69,0.7212
441000,0.7504,82940000,0.2552,7654000,8.706,NA,NA,NA,NA,142900000,0.1548,6.673,0.5365
63460000,6.197,4374000,0.2885,2966000,2.599,NA,NA,NA,NA,22350000,0.1796,8.74,0.6931
50140000,9.206,4374000,0.2885,66210000,0.3214,NA,NA,NA,NA,45390,0.3414,18.15,0.6241
9019000,8.919,62910000,7.062,48430000,0.6006,NA,NA,NA,NA,58880,0.3203,10.96,0.5292
367.8,5.516,1074,3.756,269300000,3.471,NA,NA,NA,NA,16990000,0.1563,10.31,0.6473
2934,9.58,9961,7.838,763800,1.683,NA,NA,NA,NA,290400,0.2086,19.32,0.5063
1082000,5.577,301400,7.107,17190000,0.3509,NA,NA,NA,NA,52080000,0.1436,14.42,0.7057
446800,0.5252,20870,4.136,17190000,0.3509,NA,NA,NA,NA,497100,0.2572,11.73,0.5298
17040,1.58,1.835e+09,1.646,17170000,0.3548,NA,NA,NA,NA,583400,0.23,9.182,0.6794
1824000,1.49,245.9,4.515,17170000,0.3548,NA,NA,NA,NA,948700000,0.1168,7.536,0.6645
1655000,0.777,21810000,4.555,17170000,0.3548,NA,NA,NA,NA,100500000,0.1476,9.251,0.5011
158800000,0.4375,3342,5.822,12480000,0.3367,NA,NA,NA,NA,4439000,0.1644,11.86,0.6323
2.361e+09,3.02,8830000,3.891,7811000,0.6566,NA,NA,NA,NA,904700,0.2237,9.336,0.6301
314700,0.751,1.18e+09,5.19,42800000,0.3966,NA,NA,NA,NA,3883000,0.1836,12.56,0.5779
1.011e+09,9.772,45750000,1.246,901000,0.5323,NA,NA,NA,NA,1.289e+09,0.1172,13.67,0.6879
5888000,1.98,260.1,4.759,16060,0.7947,NA,NA,NA,NA,22180,0.3113,16.1,0.5794
9.454e+09,3.726,217.4,5.455,49390,0.6755,NA,NA,NA,NA,49460,0.2729,11.25,0.7033
127400,9.323,33210000,4.113,87410000,0.7257,NA,NA,NA,NA,734700000,0.1191,13.5,0.5916
862500,2.652,1.042e+09,4.176,2.078e+09,0.9603,NA,NA,NA,NA,173700000,0.1498,9.911,0.6915
3.899e+09,8.646,2373000,5.867,1.281e+09,4.56,NA,NA,NA,NA,3722,0.4236,8.277,0.6506
7676000,1.129,1.444e+09,9.818,46440000,1.279,NA,NA,NA,NA,157400,0.2505,11.63,0.5817
734000,1.086,22500,1.966,476300000,3.498,NA,NA,NA,NA,109100,0.2685,9.339,0.7161
9.018e+09,4.127,1294,1.438,32970000,0.5024,NA,NA,NA,NA,535900,0.204,11.26,0.7199
973500000,4.51,330200,0.7836,2.4e+07,0.3797,NA,NA,NA,NA,211400,0.2436,9.263,0.718
26400000,4.696,175100,8.562,2.4e+07,0.3797,NA,NA,NA,NA,11480,0.3911,12.81,0.5694
4.231e+09,2.267,62320,0.522,2.4e+07,0.3797,NA,NA,NA,NA,16010000,0.1652,8.623,0.5677
593200,5.184,430.7,1.848,4835,3.979,NA,NA,NA,NA,732400,0.202,10.09,0.7048
200600,4.255,245,3.894,2586,2.074,NA,NA,NA,NA,5705,0.4728,11.58,0.6024
7.607e+09,0.4183,490.6,6.501,1.064e+09,0.2669,NA,NA,NA,NA,4591,0.4238,9.906,0.6205
252300,1.051,248.3,3.923,6.416e+09,0.4145,NA,NA,NA,NA,109100,0.2871,10.53,0.6382
759.3,6.002,248.3,3.923,1.371e+09,0.2624,NA,NA,NA,NA,4237,0.401,12.86,0.5854
1001,4.164,1558,1.003,7.62e+08,0.3195,NA,NA,NA,NA,51760,0.3006,10.09,0.6788
349100,7.848,3551,0.6917,7.62e+08,0.3195,NA,NA,NA,NA,18050,0.3924,12.18,0.5689
52730,3.164,34940,0.7141,7.62e+08,0.3195,NA,NA,NA,NA,1.295e+09,0.1315,9.324,0.5351
853.3,6.116,234.2,8.096,227500000,0.2873,NA,NA,NA,NA,99790000,0.1439,8.92,0.5103
8.501e+09,0.3935,53640000,2.365,227500000,0.2873,NA,NA,NA,NA,15830000,0.1693,10.41,0.5475
1286000,0.7698,35090,2.912,103500000,0.2773,NA,NA,NA,NA,9795,0.3438,10.74,0.726
40010000,8.507,289300000,3.996,103500000,0.2773,NA,NA,NA,NA,123400,0.2759,14.91,0.498
1.662e+09,7.992,1795000,8.098,103500000,0.2773,NA,NA,NA,NA,23560,0.3779,14.15,0.7161
18990000,3.4,1.366e+09,7.49,103500000,0.2773,NA,NA,NA,NA,227100,0.2351,10.04,0.578
38430000,0.4199,21570,0.6974,292100000,0.2885,NA,NA,NA,NA,62680,0.2792,11.06,0.6925
22490,1.589,142400,4.323,2.457e+09,0.2225,NA,NA,NA,NA,53480,0.2559,14.44,0.6066
284,7.95,191.4,9.356,2.457e+09,0.2225,NA,NA,NA,NA,49160,0.3119,12.62,0.5878
546.8,7.726,191.4,9.356,2.457e+09,0.2225,NA,NA,NA,NA,3106000,0.1804,13.02,0.5369
358.2,5.805,4155000,3.671,579500,5.432,NA,NA,NA,NA,972400,0.2326,10.49,0.7039
6720,1.421,28820,0.9741,5104000,1.618,NA,NA,NA,NA,33100,0.3165,9.445,0.6525
5204000,0.4729,1133,1.939,91990000,5.901,NA,NA,NA,NA,985400,0.1934,10.82,0.5616
5204000,0.4729,2770000,8.701,15600,0.7746,NA,NA,NA,NA,8098000,0.1693,9.807,0.6719
1.236e+09,8.093,3.958e+09,7.331,15600,0.7746,NA,NA,NA,NA,18760000,0.1661,9.2,0.7467
3363,6.412,1531000,0.3658,48740,0.6863,NA,NA,NA,NA,174700,0.2444,11.58,0.5731
7212,4.673,1531000,0.3658,48740,0.6863,NA,NA,NA,NA,289700,0.2235,9.946,0.5795
11820000,5.757,1531000,0.3658,39800000,4.647,NA,NA,NA,NA,19160000,0.1426,12.02,0.6454
6377000,0.5743,1531000,0.3658,21180,4.976,NA,NA,NA,NA,853900000,0.1349,10.18,0.6549
578200,8.744,1531000,0.3658,73800,0.6917,NA,NA,NA,NA,5.086e+09,0.1145,17.77,0.5374
3.605e+09,7.77,775500,6.907,6454,1.013,NA,NA,NA,NA,2.26e+09,0.1304,10.13,0.617
471500,0.6982,33790000,2.113,6454,1.013,NA,NA,NA,NA,9.402e+09,0.1063,10.72,0.5406
325600000,5.808,18270000,0.3041,6454,1.013,NA,NA,NA,NA,963700000,0.1165,13.39,0.598
3.462e+09,5.025,550700,1.544,5480,1.205,NA,NA,NA,NA,14070,0.3318,8.144,0.8554
978.8,2.28,164100,5.483,19040,0.6953,NA,NA,NA,NA,3991000,0.2079,11.33,0.6971
5427,1.158,1755000,7.612,19040,0.6953,NA,NA,NA,NA,20930,0.3099,12.26,0.6017
9089,8.898,2497000,0.8175,8895,1.141,NA,NA,NA,NA,503100,0.2093,11.96,0.7075
2669000,7.712,219300000,8.857,13160,1.453,NA,NA,NA,NA,62000,0.2681,8.64,0.8077
577.8,8.328,682.9,2.079,282800,0.5136,NA,NA,NA,NA,36330,0.2915,9.789,0.7996
278,8.388,2322000,7.474,282800,0.5136,NA,NA,NA,NA,312800,0.2781,11.73,0.6561
846.7,7.096,360600000,4.606,1374000,0.5287,NA,NA,NA,NA,5928,0.4731,14.51,0.5713
326100000,3.782,183900000,7.223,63250,1.871,NA,NA,NA,NA,9226,0.4215,13.69,0.5929
1489000,5.499,128700,0.9179,1529000,7.698,NA,NA,NA,NA,5407,0.4421,10.99,0.6285
44800000,6.586,1.058e+09,9.522,1.131e+09,0.3441,NA,NA,NA,NA,8254,0.414,10.99,0.6638
1.9e+08,2.653,60550000,1.577,483600000,0.2786,NA,NA,NA,NA,7468,0.418,9.648,0.6652
17050000,2.223,79040000,5.194,483600000,0.2786,NA,NA,NA,NA,549000,0.252,10.92,0.5645
2803000,0.4417,188600,3.205,561300000,0.2676,NA,NA,NA,NA,9490,0.3867,10.33,0.6205
2803000,0.4417,4426,2.781,561300000,0.2676,NA,NA,NA,NA,202700,0.2461,10.32,0.6573
123700,1.422,10920,4.04,561300000,0.2676,NA,NA,NA,NA,185900,0.2161,11.06,0.5796
136200000,1.674,4622,3.758,561300000,0.2676,NA,NA,NA,NA,2072000,0.2178,10.85,0.803
323.3,5.828,1931,4.525,561300000,0.2676,NA,NA,NA,NA,95790,0.2529,10.88,0.5712
240600,3.418,204.3,6.323,361200000,0.2872,NA,NA,NA,NA,4773,0.3981,12.51,0.6138
2266000,0.8072,204.3,6.323,361200000,0.2872,NA,NA,NA,NA,95750000,0.1402,12.62,0.7475
33740,0.7436,2054000,1.576,361200000,0.2872,NA,NA,NA,NA,14520,0.3504,15.06,0.6097
9.834e+09,4.945,216.2,7.963,5.826e+09,0.2205,NA,NA,NA,NA,19440,0.315,7.573,0.7695
1033,5.477,167.2,8.327,5.826e+09,0.2205,NA,NA,NA,NA,53730,0.3021,10.45,0.6184
259100,8.231,689900,0.4176,51580000,5.113,NA,NA,NA,NA,271100,0.2465,12.06,0.6439
573800000,3.779,51390000,0.2428,486400000,1.066,NA,NA,NA,NA,8001,0.3928,7.435,0.683
124200000,5.939,51390000,0.2428,1354000,8.161,NA,NA,NA,NA,26170,0.3073,8.184,0.5881
882.8,6.082,51390000,0.2428,1737000,1.631,NA,NA,NA,NA,30520,0.3259,9.83,0.5636
9376,4.183,51390000,0.2428,57150,4.432,NA,NA,NA,NA,661200,0.2055,12.14,0.5432
275.1,8.857,51390000,0.2428,4641,6.801,NA,NA,NA,NA,1808000,0.1945,11.25,0.6125
2724,5.796,8326,7.962,267300,5.667,NA,NA,NA,NA,1193000,0.1753,9.558,0.7093
1340,6.99,24380,8.168,7911,1.253,NA,NA,NA,NA,53120,0.2874,15.96,0.6075
15610000,2.82,1.29e+09,3.291,7086,1.007,NA,NA,NA,NA,11900,0.3715,11.46,0.5847
56840,4.481,1703,3.308,5033,0.9254,NA,NA,NA,NA,431600,0.2256,9.805,0.6634
348.4,8.437,4041000,7.193,49920,5.931,NA,NA,NA,NA,55290,0.2964,7.277,0.6418
12630,1.831,658300000,0.9407,3.96e+09,6.736,NA,NA,NA,NA,8226,0.3863,8.009,0.6599
69460000,2.318,295900000,0.2997,3284,9.377,NA,NA,NA,NA,103400,0.2297,11.15,0.6417
469800000,8.686,378,5.437,31760000,6.482,NA,NA,NA,NA,1792000,0.1988,13.02,0.6165
1945,5.926,340100,7.532,22480000,5.223,NA,NA,NA,NA,5534000,0.1703,9.923,0.6809
635,5.129,9.262e+09,7.531,5677,2.094,NA,NA,NA,NA,1777000,0.1925,10.04,0.6078
1.65e+09,7.768,700500,7.078,196200000,1.052,NA,NA,NA,NA,115300,0.2674,9.668,0.7042
1069000,1.068,414.7,2.301,293.5,5.13,NA,NA,NA,NA,830400000,0.1164,7.87,0.7
1.333e+09,0.3443,414.7,2.301,37920000,3.981,NA,NA,NA,NA,4202000,0.1542,12.01,0.4853
5.099e+09,4.822,15270,0.7993,354.2,3.801,NA,NA,NA,NA,26170,0.3068,10.39,0.7201
6698000,4.337,114700,5.859,9548,7.609,NA,NA,NA,NA,24260000,0.1654,10.5,0.724
805700,9.469,18540,4.64,411700000,5.773,NA,NA,NA,NA,2860000,0.1905,7.318,0.6119
19990,6.464,68560,1.823,882.7,9.623,NA,NA,NA,NA,40980000,0.1523,12,0.6581
9.601e+09,1.007,5026000,5.267,104600000,7.098,NA,NA,NA,NA,249300000,0.1386,14.03,0.6244
6.846e+09,3.04,5046,1.586,331200000,2.955,NA,NA,NA,NA,223500,0.2305,11.34,0.5811
9.978e+09,6.791,20320,0.7861,19070000,0.3117,NA,NA,NA,NA,54070,0.2433,9.764,0.6577
18840000,9.117,2370,0.8459,19070000,0.3117,NA,NA,NA,NA,1083000,0.2054,13.22,0.6895
78900,8.321,4736,7.593,19070000,0.3117,NA,NA,NA,NA,88300,0.3191,10.75,0.7755
18520000,3.05,266.5,4.364,2.6e+08,0.2773,NA,NA,NA,NA,1957000,0.1798,9.969,0.6062
1265000,3.012,288.4,3.957,2.6e+08,0.2773,NA,NA,NA,NA,214400,0.2294,10.73,0.6083
1.546e+09,1.003,4667,1.021,2.6e+08,0.2773,NA,NA,NA,NA,8047000,0.1621,9.703,0.5735
323.3,9.986,548800,3.369,2.6e+08,0.2773,NA,NA,NA,NA,33830,0.3232,9.423,0.7206
8260000,6.689,85540,9.324,2.6e+08,0.2773,NA,NA,NA,NA,20700,0.3237,11.8,0.7419
63360,3.018,957000,8.379,9358000,0.3596,NA,NA,NA,NA,21060,0.3023,15.55,0.5198
8395,8.864,4683,0.7373,9358000,0.3596,NA,NA,NA,NA,19500,0.3344,12.66,0.6116
843.7,2.783,2777,0.8779,111900000,0.431,NA,NA,NA,NA,1.287e+09,0.1267,12.7,0.6786
472.6,3.307,7137000,2.882,5.848e+09,0.9844,NA,NA,NA,NA,45650,0.3224,12.47,0.6633
624.9,2.573,1333,5.412,2.272e+09,4.368,NA,NA,NA,NA,20410,0.3782,9.782,0.7122
9319,7.926,107900000,7.382,213800,7.771,NA,NA,NA,NA,13420,0.4266,11.02,0.594
3531000,6.72,30790000,5.9,625,4.607,NA,NA,NA,NA,5199,0.4478,8.5,0.5107
277.1,6.205,234.3,4.572,6093000,8.42,NA,NA,NA,NA,24080,0.369,12.3,0.573
1927,4.942,38220000,7.563,63310000,0.267,NA,NA,NA,NA,78520000,0.1813,8.973,0.6678
2180,6.367,256.9,5.43,3350000,1.172,NA,NA,NA,NA,3320,0.478,10.39,0.587
1628000,6.348,1682000,8.982,1052,5.148,NA,NA,NA,NA,40380,0.4164,12.49,0.532
33530000,0.4086,953.7,5.647,16220000,0.3642,NA,NA,NA,NA,13600,0.3655,11.57,0.6955
224600000,0.4135,103300,0.3623,16220000,0.3642,NA,NA,NA,NA,10410,0.3907,14.23,0.6499
18670000,3.201,41420,0.4464,16220000,0.3642,NA,NA,NA,NA,14200,0.3843,11.26,0.5831
11400000,7.431,13840,1.052,16220000,0.3642,NA,NA,NA,NA,84240000,0.1392,10.15,0.627
223300000,5.228,493700,4.517,610600000,1.466,NA,NA,NA,NA,14400000,0.1564,10.63,0.5898
13720,2.56,107300,2.965,3.307e+09,2.016,NA,NA,NA,NA,157500,0.2491,12.08,0.5768
1.015e+09,8.069,208.6,9.976,4571000,2.024,NA,NA,NA,NA,107300,0.2609,12.65,0.5874
19730,7.81,1.836e+09,5.607,86590000,3.535,NA,NA,NA,NA,159400000,0.1457,11.39,0.612
5.28e+08,9.388,1.343e+09,5.116,3.695e+09,1.248,NA,NA,NA,NA,447200000,0.1445,12.23,0.5551
55130000,3.46,65200,3.1,51510,2.863,NA,NA,NA,NA,134900,0.3423,9.288,0.7623
218200000,9.449,379500000,3.823,220100000,8.702,NA,NA,NA,NA,3705,0.4941,10.2,0.7518
1.201e+09,3.553,9675,1.593,29760,5.777,NA,NA,NA,NA,5071000,0.1747,12.81,0.6209
38880,2.455,4.621e+09,0.3792,7898,1.392,NA,NA,NA,NA,171700000,0.1347,10.51,0.6091
5020000,9.967,1315000,1.642,2.28e+08,1.877,NA,NA,NA,NA,48190,0.2668,13.43,0.691
2028,8.139,2.615e+09,0.2105,533400000,3.548,NA,NA,NA,NA,1073000,0.1923,13.37,0.5222
4646000,6.489,173100000,0.2446,3361000,6.66,NA,NA,NA,NA,727800,0.2235,11.96,0.6569
848100000,4.697,7500000,0.2633,8595,1.213,NA,NA,NA,NA,66700,0.3299,11.07,0.6944
15520000,0.9086,6656000,4.331,34710000,7.701,NA,NA,NA,NA,53560,0.329,11.11,0.5267
13680000,7.588,446500000,0.6018,5.118e+09,8.89,NA,NA,NA,NA,42600,0.3071,10.28,0.6889
285600,2.413,341.4,4.247,1040,6.341,NA,NA,NA,NA,94310,0.2373,7.583,0.5067
79290000,1.014,486.5,2.383,303.1,8.842,NA,NA,NA,NA,108300,0.2704,21.56,0.6366
2462000,1.907,6616000,1.417,14930,0.7291,NA,NA,NA,NA,12690,0.371,8.777,0.6927
27680000,6.511,268100000,3.901,1708,1.579,NA,NA,NA,NA,4378,0.4161,10.89,0.6925
1072000,8.804,3217000,8.28,977.7,1.827,NA,NA,NA,NA,291700,0.2489,9.715,0.7016
199100,5.664,797200000,4.31,686.4,3.094,NA,NA,NA,NA,10180000,0.1692,12.66,0.5673
3238,7.097,1263000,2.405,3872,6.161,NA,NA,NA,NA,63120000,0.1466,13.99,0.5619
34900,5.562,1295,1.141,128200000,2.471,NA,NA,NA,NA,21530000,0.1656,14.78,0.6178
409.1,6.431,1339,1.124,141800000,2.907,NA,NA,NA,NA,9080,0.3503,11.85,0.581
9179000,6.56,2428,0.8217,498.9,3.102,NA,NA,NA,NA,175800,0.2219,11.82,0.6009
174100000,9.846,1616,7.185,6762,0.8489,NA,NA,NA,NA,44530,0.3277,10.79,0.6906
3097,6.79,451.9,2.769,11330,5.922,NA,NA,NA,NA,76100,0.2809,10.8,0.5974
1377000,1.253,1658,3.449,3782,2.7,NA,NA,NA,NA,98700,0.2766,14.7,0.6128
53100,0.815,1737,1.472,891400000,2.617,NA,NA,NA,NA,36750,0.2872,12.13,0.5426
17510,0.9155,6471,1.668,38800000,7.599,NA,NA,NA,NA,29340,0.2859,10.16,0.5218
10380000,7.604,639300000,4.346,6825000,2.605,NA,NA,NA,NA,6.911e+09,0.1119,8.825,0.7355
29540000,0.4522,6.98e+08,0.3459,404900,2.415,NA,NA,NA,NA,363200000,0.15,10.61,0.6789
1231000,8.5,16240,0.8137,10770,8.441,NA,NA,NA,NA,679600,0.2346,10.38,0.7047
856400,1.069,37620000,9.159,370500000,5.821,NA,NA,NA,NA,21870000,0.1481,9.475,0.617
